id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.market_cap,quote.USD.last_updated,timestamp
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,,15,2024-06-25T06:10:00.000Z,5.770874546,217555544.8,-0.58983399,3.29555432,-0.28478209,8298248856,2024-06-25T06:10:00.000Z,42:10.5
1,Bitcoin,BTC,bitcoin,11134,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000,19716356,19716356,,1,2024-06-25T06:11:00.000Z,60983.46403,42374978274,-0.58117336,-1.92562041,-7.1350676,1.20237E+12,2024-06-25T06:11:00.000Z,42:20.9
1027,Ethereum,ETH,ethereum,9081,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120154099.2,120154099.2,,2,2024-06-25T06:10:00.000Z,3370.227888,22022521698,-0.55902783,0.1216894,-2.29381444,4.04947E+11,2024-06-25T06:10:00.000Z,42:20.9
825,Tether USDt,USDT,tether,89433,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,1.12934E+11,1.16077E+11,,3,2024-06-25T06:10:00.000Z,0.999397872,74214106455,-0.02469346,0.00304853,-0.04593358,1.12866E+11,2024-06-25T06:10:00.000Z,42:20.9
1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583524.7,147583524.7,,4,2024-06-25T06:10:00.000Z,570.554751,1980248028,-0.79258498,0.73131729,-4.15341089,84204481205,2024-06-25T06:10:00.000Z,42:20.9
5426,Solana,SOL,solana,691,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462134207.4,578767986.1,,5,2024-06-25T06:10:00.000Z,135.4497179,3409487954,-0.93470434,8.84586351,-1.17716171,62595948024,2024-06-25T06:10:00.000Z,42:20.9
3408,USDC,USDC,usd-coin,19861,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32625092840,32625092840,,6,2024-06-25T06:10:00.000Z,0.99987718,7991570512,-0.02224012,-0.01068187,-0.01571332,32621085832,2024-06-25T06:10:00.000Z,42:20.9
52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",1E+11,55618185850,99987512072,,7,2024-06-25T06:11:00.000Z,0.475852322,1195163696,-0.61956379,0.9925649,-3.6491993,26466042861,2024-06-25T06:11:00.000Z,42:20.9
11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458321049,5108074226,,8,2024-06-25T06:10:00.000Z,7.583822367,401440195.4,-0.15242169,5.30153757,1.53521214,18643470157,2024-06-25T06:10:00.000Z,42:20.9
74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,1.44851E+11,1.44851E+11,,9,2024-06-25T06:11:00.000Z,0.12241664,984068828.3,-0.9852852,3.2413861,0.29617905,17732147789,2024-06-25T06:11:00.000Z,42:20.9
2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35743169039,36994116265,,10,2024-06-25T06:10:00.000Z,0.38731086,394441235.8,-0.11375375,4.12161374,1.95367086,13843717523,2024-06-25T06:10:00.000Z,42:20.9
1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87233057821,87233089177,,11,2024-06-25T06:10:00.000Z,0.120421053,328238330.7,0.26955052,1.85387708,4.98022248,10504696704,2024-06-25T06:10:00.000Z,42:20.9
5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89271E+14,5.8952E+14,,12,2024-06-25T06:10:00.000Z,1.73E-05,357904076.6,-1.22309745,1.95042795,-5.23243282,10176346946,2024-06-25T06:10:00.000Z,42:20.9
5805,Avalanche,AVAX,avalanche,749,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,393757823.9,443104193.9,,13,2024-06-25T06:10:00.000Z,25.03100038,445925449.1,-1.05583793,2.91465631,-6.194132,9856152238,2024-06-25T06:10:00.000Z,42:20.9
1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.5,1000000000,,14,2024-06-25T06:10:00.000Z,14.00848633,444466345.9,-0.72357233,7.74236935,1.91152533,8518560124,2024-06-25T06:10:00.000Z,42:20.9
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,,15,2024-06-25T06:10:00.000Z,5.770874546,217555544.8,-0.58983399,3.29555432,-0.28478209,8298248856,2024-06-25T06:10:00.000Z,42:20.9
1,Bitcoin,BTC,bitcoin,11134,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19716356.0,19716356.0,,1,2024-06-25T06:34:00.000Z,61101.81834367054,42247059417.502884,-0.27825694,-1.94980799,-6.82539464,1204705202711.1387,2024-06-25T06:34:00.000Z,2024-06-25 12:05:17.512431
1027,Ethereum,ETH,ethereum,9081,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120154099.19705968,120154099.19705968,,2,2024-06-25T06:33:00.000Z,3373.8435585049433,21959442806.406338,-0.4944983,-0.11947477,-2.03901434,405381133603.96375,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
825,Tether USDt,USDT,tether,89434,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112934363981.53105,116077402099.83513,,3,2024-06-25T06:33:00.000Z,0.9996561272652764,73936882912.6365,0.01299026,0.03615575,-0.01897915,112895528932.94446,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583522.7487341,147583522.7487341,,4,2024-06-25T06:33:00.000Z,571.6253407811104,1976976226.7381618,-0.47959007,0.5845482,-3.69885975,84362481484.92188,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
5426,Solana,SOL,solana,691,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462134120.613021,578767899.2535677,,5,2024-06-25T06:33:00.000Z,135.74488133636322,3401846909.262,-0.56582712,8.89031336,-0.35716488,62732341364.099106,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
3408,USDC,USDC,usd-coin,19861,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32623903284.512688,32623903284.512688,,6,2024-06-25T06:33:00.000Z,1.0000950263455708,7953893787.923399,0.00485773,0.0231969,0.00987292,32627003414.82007,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,,7,2024-06-25T06:34:00.000Z,0.47597103435610877,1188994128.4533255,-0.43452665,0.73528554,-3.17475766,26472645448.034794,2024-06-25T06:34:00.000Z,2024-06-25 12:05:17.512431
11419,Toncoin,TON,toncoin,432,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458321337.3289948,5108074626.16653,,8,2024-06-25T06:33:00.000Z,7.583596566384011,400494177.3049568,-0.04795913,5.00428318,2.27968532,18642917252.836716,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
74,Dogecoin,DOGE,dogecoin,1010,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144851046383.70526,144851046383.70526,,9,2024-06-25T06:34:00.000Z,0.12257556888585042,975624113.9670672,-0.78306734,3.00745898,0.48039626,17755199414.19338,2024-06-25T06:34:00.000Z,2024-06-25 12:05:17.512431
2010,Cardano,ADA,cardano,1197,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35743169221.733,36994116264.584,,10,2024-06-25T06:33:00.000Z,0.38783950951882534,395404512.8039931,0.20159299,4.05364766,2.18418451,13862613219.6053,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
1958,TRON,TRX,tron,993,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87232819185.2926,87232852241.04405,,11,2024-06-25T06:33:00.000Z,0.12063530489257504,330915140.3366635,0.42206052,1.89926676,5.1907953,10523357739.056643,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
5994,Shiba Inu,SHIB,shiba-inu,835,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271272075720.6,589519721419069.6,,12,2024-06-25T06:33:00.000Z,1.7256349510969163e-05,357008833.3094296,-1.28216001,1.54882213,-5.04674831,10168671027.712038,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
5805,Avalanche,AVAX,avalanche,749,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393757879.52713954,443104249.52713954,,13,2024-06-25T06:33:00.000Z,25.141314898493007,444436827.0721205,-0.21072967,3.22074931,-5.71838287,9899590842.954689,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
1975,Chainlink,LINK,chainlink,1798,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,,14,2024-06-25T06:33:00.000Z,13.984896764736629,445068530.8412963,-0.64425376,7.3232582,2.01240947,8504215309.421616,2024-06-25T06:33:00.000Z,2024-06-25 12:05:17.512431
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,,15,2024-06-25T06:34:00.000Z,5.809949940423388,218076436.8456151,0.22311144,3.46608407,-0.10060388,8354437452.909013,2024-06-25T06:34:00.000Z,2024-06-25 12:05:17.512431
1,Bitcoin,BTC,bitcoin,11134,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19716356.0,19716356.0,,1,2024-06-25T06:34:00.000Z,61101.81834367054,42247059417.502884,-0.27825694,-1.94980799,-6.82539464,1204705202711.1387,2024-06-25T06:34:00.000Z,2024-06-25 12:05:28.055331
1027,Ethereum,ETH,ethereum,9081,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120154099.19705968,120154099.19705968,,2,2024-06-25T06:33:00.000Z,3373.8435585049433,21959442806.406338,-0.4944983,-0.11947477,-2.03901434,405381133603.96375,2024-06-25T06:33:00.000Z,2024-06-25 12:05:28.055331
825,Tether USDt,USDT,tether,89434,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112934363981.53105,116077402099.83513,,3,2024-06-25T06:33:00.000Z,0.9996561272652764,73936882912.6365,0.01299026,0.03615575,-0.01897915,112895528932.94446,2024-06-25T06:33:00.000Z,2024-06-25 12:05:28.055331
